timestamp,value
2024-03-01 00:00:00,110.28346761270348
2024-03-01 00:01:00,116.59575198860057
2024-03-01 00:02:00,110.44273106464759
2024-03-01 00:03:00,115.35197154705878
2024-03-01 00:04:00,125.24623150309074
2024-03-01 00:05:00,121.62277211966412
2024-03-01 00:06:00,119.26889691536628
2024-03-01 00:07:00,125.6223431773937
2024-03-01 00:08:00,128.79791201243356
2024-03-01 00:09:00,129.59853635711846
2024-03-01 00:10:00,136.1076247273871
2024-03-01 00:11:00,145.54291410188813
2024-03-01 00:12:00,147.27177035466264
2024-03-01 00:13:00,139.50123082252537
2024-03-01 00:14:00,139.18267888159798
2024-03-01 00:15:00,161.45215595281587
2024-03-01 00:16:00,151.39887625356218
2024-03-01 00:17:00,144.5325246119656
2024-03-01 00:18:00,157.97102709143422
2024-03-01 00:19:00,156.72984583871062
2024-03-01 00:20:00,151.24934195703807
2024-03-01 00:21:00,152.93543726243524
2024-03-01 00:22:00,151.6859519170958
2024-03-01 00:23:00,149.9052663730414
2024-03-01 00:24:00,151.95192054355812
2024-03-01 00:25:00,158.11879182549617
2024-03-01 00:26:00,149.91400475166313
2024-03-01 00:27:00,151.61271302421108
2024-03-01 00:28:00,151.61991592472964
2024-03-01 00:29:00,152.23784522035865
2024-03-01 00:30:00,160.11374900186007
2024-03-01 00:31:00,148.54250933961055
2024-03-01 00:32:00,147.2857384685097
2024-03-01 00:33:00,150.40241134592196
2024-03-01 00:34:00,145.11070145934264
2024-03-01 00:35:00,141.59284992057187
2024-03-01 00:36:00,141.39220772845002
2024-03-01 00:37:00,137.04767503389704
2024-03-01 00:38:00,135.0228385693438
2024-03-01 00:39:00,135.13106797673655
2024-03-01 00:40:00,131.89953617225638
2024-03-01 00:41:00,138.88950366667098
2024-03-01 00:42:00,126.10580554682713
2024-03-01 00:43:00,125.38821231123218
2024-03-01 00:44:00,123.15033905539248
2024-03-01 00:45:00,115.24706407188415
2024-03-01 00:46:00,117.60012109367635
2024-03-01 00:47:00,110.05853627745292
2024-03-01 00:48:00,122.19672603349969
2024-03-01 00:49:00,103.63631836953365
2024-03-01 00:50:00,102.36271880917124
2024-03-01 00:51:00,96.98615711536881
2024-03-01 00:52:00,122.24908414280867
2024-03-01 00:53:00,93.79111380985074
2024-03-01 00:54:00,91.76060112998464
2024-03-01 00:55:00,84.56736350333759
2024-03-01 00:56:00,88.19710868297186
2024-03-01 00:57:00,79.56489513130211
2024-03-01 00:58:00,87.0095479657884
2024-03-01 00:59:00,74.04372027142634
2024-03-01 01:00:00,71.36382773466815
2024-03-01 01:01:00,68.02000550807794
2024-03-01 01:02:00,68.6830752809313
2024-03-01 01:03:00,67.44142417402865
2024-03-01 01:04:00,61.55858921248799
2024-03-01 01:05:00,66.7799840401339
2024-03-01 01:06:00,60.58158989800077
2024-03-01 01:07:00,59.69880396770157
2024-03-01 01:08:00,57.483933749128134
2024-03-01 01:09:00,55.91350682893986
2024-03-01 01:10:00,56.41365522460018
2024-03-01 01:11:00,52.305129344306465
2024-03-01 01:12:00,51.8067432326867
2024-03-01 01:13:00,60.233505846611976
2024-03-01 01:14:00,64.6761354436411
2024-03-01 01:15:00,52.33874049115917
2024-03-01 01:16:00,51.70964878293456
2024-03-01 01:17:00,55.621470220377326
2024-03-01 01:18:00,53.607470045846554
2024-03-01 01:19:00,51.82549663078628
2024-03-01 01:20:00,53.45414231058284
2024-03-01 01:21:00,59.99473471217663
2024-03-01 01:22:00,60.35911402301368
2024-03-01 01:23:00,56.57614363958954
2024-03-01 01:24:00,59.324294141101
2024-03-01 01:25:00,61.17981698576249
2024-03-01 01:26:00,67.39378830898995
2024-03-01 01:27:00,64.02823375747114
2024-03-01 01:28:00,66.7282872062981
2024-03-01 01:29:00,76.60762203850655
2024-03-01 01:30:00,72.05440837579404
2024-03-01 01:31:00,78.98263256825281
2024-03-01 01:32:00,77.78173113301764
2024-03-01 01:33:00,79.7659659132644
2024-03-01 01:34:00,83.53839090784865
2024-03-01 01:35:00,91.52454195335964
2024-03-01 01:36:00,97.830987919576
2024-03-01 01:37:00,100.0977465227671
2024-03-01 01:38:00,96.87663334955607
2024-03-01 01:39:00,102.99713773577156
2024-03-01 01:40:00,800.0
2024-03-01 01:41:00,105.50854164435336
2024-03-01 01:42:00,118.23622600594724
2024-03-01 01:43:00,110.07067479263367
2024-03-01 01:44:00,113.51453606268258
2024-03-01 01:45:00,117.24343459142388
2024-03-01 01:46:00,119.15951095605699
2024-03-01 01:47:00,122.8975640360352
2024-03-01 01:48:00,129.05512113961925
2024-03-01 01:49:00,130.10414117176794
2024-03-01 01:50:00,141.10601375248507
2024-03-01 01:51:00,140.91000728455518
2024-03-01 01:52:00,136.8293142120412
2024-03-01 01:53:00,138.4333591974233
2024-03-01 01:54:00,141.3668674988818
2024-03-01 01:55:00,145.33374778175315
2024-03-01 01:56:00,144.16350747182668
2024-03-01 01:57:00,149.05824033796074
2024-03-01 01:58:00,148.1858396533786
2024-03-01 01:59:00,150.7747300734991
2024-03-01 02:00:00,150.64547590987775
2024-03-01 02:01:00,150.35697902678234
2024-03-01 02:02:00,164.0788227857201
2024-03-01 02:03:00,156.90811007509635
2024-03-01 02:04:00,150.6990435872276
2024-03-01 02:05:00,160.1363315154685
2024-03-01 02:06:00,153.18685026635333
2024-03-01 02:07:00,160.74688241459833
2024-03-01 02:08:00,157.00055941462674
2024-03-01 02:09:00,150.98958664904023
2024-03-01 02:10:00,147.40717916678392
2024-03-01 02:11:00,147.74340700209143
2024-03-01 02:12:00,148.78171810799526
2024-03-01 02:13:00,148.42430475037725
2024-03-01 02:14:00,143.2496402718455
2024-03-01 02:15:00,140.69582558211118
2024-03-01 02:16:00,146.98119681024093
2024-03-01 02:17:00,156.65572194314245
2024-03-01 02:18:00,137.31835228739664
2024-03-01 02:19:00,132.13384067473083
2024-03-01 02:20:00,130.2610409620026
2024-03-01 02:21:00,126.13045252240022
2024-03-01 02:22:00,135.58489938906925
2024-03-01 02:23:00,121.09735056767121
2024-03-01 02:24:00,121.85652379874266
2024-03-01 02:25:00,116.181521688834
2024-03-01 02:26:00,115.58131538091584
2024-03-01 02:27:00,113.727869493171
2024-03-01 02:28:00,114.1933953767153
2024-03-01 02:29:00,103.35882132677415
2024-03-01 02:30:00,
2024-03-01 02:31:00,
2024-03-01 02:32:00,
2024-03-01 02:33:00,
2024-03-01 02:34:00,
2024-03-01 02:35:00,
2024-03-01 02:36:00,
2024-03-01 02:37:00,
2024-03-01 02:38:00,
2024-03-01 02:39:00,
2024-03-01 02:40:00,
2024-03-01 02:41:00,
2024-03-01 02:42:00,
2024-03-01 02:43:00,
2024-03-01 02:44:00,
2024-03-01 02:45:00,59.3794722806427
2024-03-01 02:46:00,61.85388525205726
2024-03-01 02:47:00,57.095376823588786
2024-03-01 02:48:00,56.78417153645131
2024-03-01 02:49:00,54.83331204224568
2024-03-01 02:50:00,54.32510045485673
2024-03-01 02:51:00,57.66217417862321
2024-03-01 02:52:00,52.4571187412912
2024-03-01 02:53:00,54.44775315294752
2024-03-01 02:54:00,53.27365946776811
